Kanji,Reading,Indonesian
扶養,ふよう,Keluarga
振り,ふり,Memutar
振り出し,ふりだし,Awal
不良,ふりょう,Buruk
浮力,ふりょく,Kelemparan
震わせる,ふるわせる,Menggoyahkan
付録,ふろく,Lampiran
分,ふん,Bagi
憤慨,ふんがい,Kemarahan
紛失,ふんしつ,Hilang
噴出,ふんしゅつ,Membentuk
紛争,ふんそう,Konflik
ふんだん,ふんだん,Berlimpah
奮闘,ふんとう,Berjuang
粉末,ふんまつ,Bubuk
部,ぶ,Bagian
部下,ぶか,Karyawan
ぶかぶか,ぶかぶか,Besar
侮辱,ぶじょく,Merendahkan
武装,ぶそう,Senjata
斑,ぶち,Bintik-bintik
物資,ぶっし,Bahan-bahan
物体,ぶったい,Benda
物議,ぶつぎ,Kontroversi
打付ける,ぶつける,Memukul
仏像,ぶつぞう,Patung Buddha
無難,ぶなん,Tidak menarik
部門,ぶもん,Departemen
ぶら下げる,ぶらさげる,gantung
ぶらぶら,ぶらぶら,Bergoyang
武力,ぶりょく,Kekuatan militer
無礼,ぶれい,Tidak sopan
文化財,ぶんかざい,Warisan budaya
分業,ぶんぎょう,Pembagian tugas
文語,ぶんご,Bahasa Klasik
分散,ぶんさん,Distribusi
分子,ぶんし,Molekul
文書,ぶんしょ,Dokumen
分担,ぶんたん,Pembagian tugas
分配,ぶんぱい,Distribusi
分母,ぶんぼ,Penyebut
分離,ぶんり,Pemisahan
分裂,ぶんれつ,Pemisahan
兵器,へいき,Senjata
閉口,へいこう,Tidak bisa berhenti berbicara
平行,へいこう,Paralel
閉鎖,へいさ,Tertutup
兵士,へいし,Tentara
平常,へいじょう,Sehari-hari
平方,へいほう,Kuadrat
並列,へいれつ,Paralel
辟易,へきえき,Menghapus
臍,へそ,Perut
隔たる,へだたる,Berbeda
謙る,へりくだる,Menurunkan diri
経る,へる,Melalui
編,へん,Merajut
偏,へん,Miring
変革,へんかく,Perubahan
返還,へんかん,Pengembalian
偏見,へんけん,Bias
返済,へんさい,Pembayaran
変遷,へんせん,Perubahan
返答,へんとう,Jawaban
変動,へんどう,Perubahan
弁解,べんかい,Penjelasan
便宜,べんぎ,Murah
弁護,べんご,Penegakan hukum
弁償,べんしょう,Ganti rugi
弁論,べんろん,Pidato
ぺこぺこ,ぺこぺこ,Lapar
穂,ほ,Tepi
保育,ほいく,Perawatan anak
倣,ほう,Meniru
法案,ほうあん,RUU
崩壊,ほうかい,Keruntuhan
法学,ほうがく,Hukum
放棄,ほうき,Menyerah
宝器,ほうき,Perhiasan berharga
封建,ほうけん,Feudal
豊作,ほうさく,Panen yang melimpah
方策,ほうさく,Strategi
奉仕,ほうし,Pelayanan
方式,ほうしき,Metode
放射,ほうしゃ,Radiasi
放射能,ほうしゃのう,Radioaktif
報酬,ほうしゅう,Gaji
放出,ほうしゅつ,Melepaskan
報じる,ほうじる,Melaporkan
報ずる,ほうずる,Kemurahan hati
放置,ほうち,Diabaikan
法廷,ほうてい,Pengadilan
報道,ほうどう,Berita
褒美,ほうび,Hadiah
葬る,ほうむる,Pemakaman
放り込む,ほうりこむ,Membuang
放り出す,ほうりだす,Melepaskan
飽和,ほうわ,Kenaikan
保温,ほおん,Menjaga suhu
捕獲,ほかく,Menangkap
保管,ほかん,Penyimpanan
補給,ほきゅう,Pasokan
補強,ほきょう,Penguatan
保険,ほけん,Asuransi
捕鯨,ほげい,Perburuan paus
誇る,ほこる,Membanggakan
綻びる,ほころびる,Meletus
保護,ほご,Perlindungan
乾,ほし,Kering
干し物,ほしもの,Makanan kering
保守,ほしゅ,Perawatan
保障,ほしょう,Jaminan
補償,ほしょう,Ganti rugi
補充,ほじゅう,Tambahan
補助,ほじょ,Bantuan
舗装,ほそう,Perkerasan
補足,ほそく,Catatan tambahan
発作,ほっさ,Kejang
ほっと,ほっと,Tenang
頬っぺた,ほっぺた,Pipi
辺り,ほとり,Sekitar
殆ど,ほとんど,Hampir
解く,ほどく,Memecahkan
施す,ほどこす,Memberikan
保母,ほぼ,Rahim
保養,ほよう,Istirahat
捕吏,ほり,Polisi
捕虜,ほりょ,Tahanan
滅びる,ほろびる,Hancur
滅ぼす,ほろぼす,Menghancurkan
本格,ほんかく,Asli
本館,ほんかん,Gedung Utama
本気,ほんき,Serius
本質,ほんしつ,Esensi
本体,ほんたい,Bodi
本音,ほんね,Kejujuran
本の,ほんの,Buku
本能,ほんのう,Insting
本場,ほんば,Asli
本文,ほんぶん,Teks
本名,ほんみょう,Nama Lengkap
卯,ぼう,Kelinci
防衛,ぼうえい,Pertahanan
防火,ぼうか,Kebakaran
妨害,ぼうがい,Gangguan
紡績,ぼうせき,Pembuatan serat
呆然,ぼうぜん,Terkejut
膨脹,ぼうちょう,Memuai
冒頭,ぼうとう,Pembukaan
暴動,ぼうどう,Kerusuhan
暴風,ぼうふう,Angin kencang
暴力,ぼうりょく,Kekerasan
募金,ぼきん,Penggalangan dana
牧師,ぼくし,Pendeta
母校,ぼこう,Almamater
没収,ぼっしゅう,Penolakan
坊ちゃん,ぼっちゃん,Nak
ぼつぼつ,ぼつぼつ,Sedikit demi sedikit
没落,ぼつらく,Runtuh
ぼやく,ぼやく,Mengantuk
ぼやける,ぼやける,Buram
藍褸,ぼろ,Baju lusuh
枚,まい,Satu
埋蔵,まいぞう,Terpendam
舞う,まう,Menari
真上,まうえ,Di atas
前売り,まえうり,Tiket sebelumnya
前置き,まえおき,Pendahuluan
前もって,まえもって,Sebelum
任す,まかす,Memberikan
負かす,まかす,Mengalahkan
賄う,まかなう,"Memberi makan, Memenuhi kebutuhan"
曲がる,まがる,Memutar
巻,まき,Volume
紛らわしい,まぎらわしい,Kebingungan
紛れる,まぎれる,Campur
膜,まく,Lapisan
捲る,まくる,Melipat
真心,まこころ,Asli
誠,まこと,Sungguh
真に,まことに,Sungguh
まごつく,まごつく,Terengah-engah
正しく,まさしく,Benar
正に,まさに,Benar-benar
勝る,まさる,Mengungguli
増し,まし,Meningkatkan
真下,ました,Di bawah
況して,まして,Namun demikian
交える,まじえる,Menukar
交わる,まじわる,Bertemu
麻酔,ますい,Anestesi
益々,ますます,Semakin meningkat
不味い,まずい,Tidak enak
股,また,Paha
跨がる,またがる,Menyeberang
跨ぐ,またぐ,Menyeberang
瞬き,またたき,Menutup mata
待ち合わせ,まちあわせ,Pertemuan
間違う,まちがう,Salah
待ち遠しい,まちどおしい,Menantikan
待ち望む,まちのぞむ,Menantikan
区々,まちまち,Sesekali
末期,まっき,Akhir
真っ二つ,まっぷたつ,Identik
的,まと,Benda
纏まり,まとまり,"Terhubung, teratur"
纏め,まとめ,Merangkum
免れる,まぬかれる,Menghindar
招き,まねき,Keberuntungan
麻痺,まひ,Kelumpuhan
眩しい,まぶしい,Terang
目蓋,まぶた,Kelopak
間々,まま,Jalan-jalan
間もなく,まもなく,Segera
眉,まゆ,Alis
鞠,まり,Bola
丸ごと,まるごと,Utuh
丸っきり,まるっきり,Sepenuhnya
丸で,まるで,Bulat
丸々,まるまる,Utuh
丸める,まるめる,Melipat
満月,まんげつ,Bulan purnama
満場,まんじょう,Penuh
真ん中,まんなか,Tengah
真ん前,まんまえ,Di depan
真ん丸い,まんまるい,Bulat sempurna
三,み,Tiga
見合い,みあい,Pertemuan
見合わせる,みあわせる,Menyesuaikan
見落とす,みおとす,Terlewat
未開,みかい,Pragmatis
味覚,みかく,Rasa
見掛ける,みかける,Melihat
三日月,みかずき,Bulan sabit
見方,みかた,Cara melihat
見苦しい,みぐるしい,Tidak mengenakkan
見込み,みこみ,Harapan
未婚,みこん,Belum menikah
惨め,みじめ,Menyesal
未熟,みじゅく,Tidak berpengalaman
微塵,みじん,Setetes
見すぼらしい,みすぼらしい,rusak
見せびらかす,みせびらかす,Memamerkan
見せ物,みせもの,Pameran
満たす,みたす,Memenuhi
乱す,みだす,Mengganggu
乱れる,みだれる,Berantakan
未知,みち,Tidak diketahui
導く,みちびく,Memandu
身近,みぢか,Dekat
密集,みっしゅう,Padat
密接,みっせつ,Erat
見っともない,みっともない,Tidak menarik
蜜,みつ,Madu
密度,みつど,Kepadatan
見積り,みつもり,Estimasi
未定,みてい,Belum ditentukan
見通し,みとおし,Pandangan
源,みなもと,Sumber
身なり,みなり,Penampilan
峰,みね,Puncak
見逃す,みのがす,Jangan sampai ketinggalan
見晴らし,みはらし,Pemandangan
身振り,みぶり,Gerakan tubuh
見舞,みまい,Menghampiri
脈,みゃく,Denyut
未練,みれん,Rasa yang belum usai
見渡す,みわたす,Melihat ke seluruh area
民主,みんしゅ,Demokrasi
民宿,みんしゅく,Penginapan
民族,みんぞく,Etnis
民俗,みんぞく,Adat istiadat
六,む,Enam
無意味,むいみ,Tidak berarti
向き,むき,Arah
無口,むくち,Sunyi
向け,むけ,Untuk
婿,むこ,mertua
無効,むこう,Tidak Valid
無言,むごん,Sunyi
毟る,むしる,Merobek
無邪気,むじゃき,Tidak bersalah
結び,むすび,Mengikat
結び付き,むすびつき,Ikatan
結び付く,むすびつく,Menyatukan
結び付ける,むすびつける,Mengikat
無線,むせん,Nirkabel
無駄遣い,むだづかい,Pemborosan
無断,むだん,Tanpa izin
無知,むち,Tidak tahu
無茶,むちゃ,Tidak masuk akal
無茶苦茶,むちゃくちゃ,Tidak masuk akal
空しい,むなしい,Kosong
無念,むねん,Tidak bisa dijelaskan
無能,むのう,Tidak mampu
無闇に,むやみに,Tanpa henti
無用,むよう,Tidak perlu
群がる,むらがる,Berkumpul
無論,むろん,Tidak peduli
名産,めいさん,Produk khas
名称,めいしょう,Nama
命中,めいちゅう,Menemukan
名簿,めいぼ,Daftar
名誉,めいよ,Kehormatan
明瞭,めいりょう,Jelas
明朗,めいろう,Cerah
目方,めかた,Volume
恵み,めぐみ,Anugerah
恵む,めぐむ,Memberi manfaat
目覚しい,めざましい,Menarik
目覚める,めざめる,Bangun
召す,めす,Makan
雌,めす,Betina
滅茶苦茶,めちゃくちゃ,Aneh
目付き,めつき,Wajah
滅亡,めつぼう,Kiamat
愛でたい,めでたい,Ingin dicintai
目眩,めまい,Pusing
目盛,めもり,Skala
面会,めんかい,Pertemuan
免除,めんじょ,Pengecualian
面する,めんする,Menghadap
面目,めんぼく,Nama
設ける,もうける,Menyediakan
申し入れる,もうしいれる,Meminta
申し込み,もうしこみ,Pendaftaran
申出,もうしで,Permohonan
申し出る,もうしでる,Mengajukan
申し分,もうしぶん,Tidak dapat disanggah
盲点,もうてん,Buta warna
猛烈,もうれつ,Ekstrim
藻掻く,もがく,Berjuang
目録,もくろく,Daftar
目論見,もくろみ,Rencana
模型,もけい,Model
模索,もさく,Mencari-cari
若し,もし,Jika
若しかしたら,もしかしたら,Mungkin saja
若しかして,もしかして,Mungkin saja
若しかすると,もしかすると,Mungkin saja
若しくは,もしくは,Atau
若しも,もしも,Jika
齎らす,もたらす,Menghasilkan
凭れる,もたれる,Bergantung
持ち,もち,Memegang
持ち切り,もちきり,Mengangkat
物体ない,もったいない,Tidak ada benda
以て,もって,Dengan demikian
専ら,もっぱら,Hanya
持て成す,もてなす,Layak
持てる,もてる,Memiliki
基,もとい,Dasar
物置き,ものおき,Tempat penyimpanan
物好き,ものずき,Pecinta barang
物足りない,ものたりない,Tidak cukup
最早,もはや,Sebaiknya
模範,もはん,Contoh
模倣,もほう,Meniru
揉める,もめる,Menggosok
腿,もも,Paha
催す,もよおす,Mengadakan
漏らす,もらす,Tumpah
盛り上がる,もりあがる,Menyenangkan
漏る,もる,Kebocoran
漏れる,もれる,Kebocoran
脆い,もろい,Rapuh
もろに,もろに,Sangat
問,もん,Pertanyaan
矢,や,Panah
哉,や,Ya
喧しい,やかましい,Bising
野外,やがい,Di luar ruangan
軈て,やがて,Menghapus
夜行,やぎょう,Hewan nokturnal
役職,やくしょく,Jabatan
役立つ,やくだつ,Berguna
役場,やくば,Balai Kota
夜具,やぐ,Perlengkapan tidur
優,やさ,Baik
屋敷,やしき,Rumah
養う,やしなう,Merawat
社,やしろ,Perusahaan
野心,やしん,Ambisi
易い,やすい,Mudah
安っぽい,やすっぽい,Murah
休める,やすめる,Beristirahat
野生,やせい,Liar
矢鱈に,やたらに,Secara acak
夜中,やちゅう,Malam
奴,やっこ,Orang
やっ付ける,やっつける,Memasukkan
矢っ張り,やっぱり,Tetap
野党,やとう,Partai oposisi
病,やまい,Penyakit
闇,やみ,Kegelapan
病む,やむ,Sakit
止むを得ない,やむをえない,Tidak dapat dihindari
稍,やや,Sedikit
ややこしい,ややこしい,Sedikit membingungkan
遣り通す,やりとおす,Mencapai
やり遂げる,やりとげる,Mencapai tujuan
遣る,やる,Mengirim
和らげる,やわらげる,meredakan
優位,ゆうい,Keunggulan
憂鬱,ゆううつ,Depresi
有益,ゆうえき,Berguna
優越,ゆうえつ,Keunggulan
勇敢,ゆうかん,Berani
有機,ゆうき,Organik
夕暮れ,ゆうぐれ,Senja
融資,ゆうし,Pembiayaan
有する,ゆうする,Ada
融通,ゆうずう,Fleksibilitas
優勢,ゆうせい,Keunggulan
優先,ゆうせん,Prioritas
誘導,ゆうどう,Pengarahan
優美,ゆうび,Anggun
有望,ゆうぼう,Berpotensi
遊牧,ゆうぼく,Nomaden
夕焼け,ゆうやけ,Senja
有力,ゆうりょく,Berpengaruh
幽霊,ゆうれい,Hantu
誘惑,ゆうわく,Godaan
揺さぶる,ゆさぶる,Menggoyangkan
茹でる,ゆでる,Merebus
ゆとり,ゆとり,Ruang
指差す,ゆびさす,Menunjuk
弓,ゆみ,Busur
揺らぐ,ゆらぐ,Bergetar
緩む,ゆるむ,Melemah
緩める,ゆるめる,Melemaskan
緩やか,ゆるやか,Lembut
世,よ,Dunia
好い,よい,Baik
要因,よういん,Faktor
溶液,ようえき,Larutan
用件,ようけん,Tujuan
養護,ようご,Perawatan
用紙,ようし,Kertas
様式,ようしき,Gaya
要する,ようする,Perlu
要請,ようせい,Mohon bantuan
養成,ようせい,Pelatihan
様相,ようそう,Variasi
用品,ようひん,Barang-barang
洋風,ようふう,Gaya Barat
用法,ようほう,Cara penggunaan
要望,ようぼう,Permintaan
余暇,よか,Waktu luang
予感,よかん,Perasaan
余興,よきょう,Hiburan
預金,よきん,Simpanan
抑圧,よくあつ,Penindasan
浴室,よくしつ,Kamar mandi
抑制,よくせい,Penekanan
欲深い,よくふかい,Serakah
欲望,よくぼう,Keinginan
寄こす,よこす,Mengirim
横綱,よこづな,Yokotogan
葦,よし,Rumput Bambu
善し悪し,よしあし,Baik dan buruk
予想,よそう,Perkiraan
余所見,よそみ,Mengintip dari luar
余地,よち,Ruang
依って,よって,Mengikuti
余程,よっぽど,Sedikit
与党,よとう,Partai yang berkuasa
呼び止める,よびとめる,Mencegah
夜更かし,よふかし,Tidur larut malam
夜更け,よふけ,Malam
読み上げる,よみあげる,Membaca
寄り掛かる,よりかかる,Menunggu
宜しく,よろしく,Terima kasih
弱まる,よわまる,Menurun
弱める,よわめる,Memperlemah
弱る,よわる,Menurun
来場,らいじょう,Kehadiran
酪農,らくのう,Peternakan sapi
落下,らっか,jatuh
楽観,らっかん,Optimisme
濫用,らんよう,Penyalahgunaan
理屈,りくつ,Alasan
利根,りこん,Sungai Tone
利子,りし,Bunga
利潤,りじゅん,Keuntungan
理性,りせい,Logika
利息,りそく,Bunga
立体,りったい,3 dimensi
立法,りっぽう,Legislasi
利点,りてん,Keuntungan
略語,りゃくご,Singkatan
略奪,りゃくだつ,Pencurian
流,りゅう,Aliran
流通,りゅうつう,Distribusi
了,りょう,Paham
料,りょう,Biaya
領域,りょういき,Wilayah
了解,りょうかい,Dimengerti
領海,りょうかい,Perairan
両極,りょうきょく,Kedua kutu
良好,りょうこう,Baik
良識,りょうしき,Akal sehat
良質,りょうしつ,Berkualitas tinggi
了承,りょうしょう,Memahami
良心,りょうしん,Kesadaran
領地,りょうち,Wilayah
領土,りょうど,Wilayah
両立,りょうりつ,Keseimbangan
旅客,りょかく,Penumpang
旅券,りょけん,Paspor
履歴,りれき,Resume
理論,りろん,Teori
輪,りん,Lingkaran
林業,りんぎょう,Pertanian Hutan
類似,るいじ,Mirip
類推,るいすい,Analogi
冷酷,れいこく,Kejam
冷蔵,れいぞう,Kulkas
冷淡,れいたん,Dingin
恋愛,れんあい,Cinta
連休,れんきゅう,Libur panjang
連日,れんじつ,Setiap hari
連中,れんじゅう,Kelompok orang
連帯,れんたい,Solidaritas
連邦,れんぽう,Federasi
連盟,れんめい,Aliansi
老衰,ろうすい,Penuaan
朗読,ろうどく,Membaca dengan lantang
浪費,ろうひ,Boros
労力,ろうりょく,Usaha
碌な,ろくな,Tidak berguna
碌に,ろくに,Tidak sungguh-sungguh
露骨,ろこつ,Jelas
論議,ろんぎ,Diskusi
論理,ろんり,Logika
和,わ,Harmoni
我がまま,わがまま,Sombong
枠,わく,Bingkai
惑星,わくせい,Planet
技,わざ,Keterampilan
態と,わざと,Keadaan dan
態々,わざわざ,Sesuai
煩わしい,わずらわしい,Mengganggu
渡り鳥,わたりどり,Burung migrasi
詫び,わび,Permohonan maaf
和風,わふう,Gaya Jepang
和文,わぶん,Bahasa Jepang
藁,わら,Serat jerami
割合に,わりあいに,Persentase
割り当て,わりあて,Alokasi
割り込む,わりこむ,Mengganggu
割り算,わりざん,Pembagian
割引き,わりびき,Diskon
悪者,わるもの,Penjahat
アイデア,アイデア,Ide
アクセル,アクセル,Akselerasi
アップ,アップ,Naik
アプローチ,アプローチ,Pendekatan
アマチュア,アマチュア,Amatir
アラブ,アラブ,Arab
アルカリ,アルカリ,Alkali
アルミ,アルミ,Aluminium
アワー,アワー,Waktu
アンケート,アンケート,Kuesioner
アンコール,アンコール,Angkor
イエス,イエス,Yesus
インターチェンジ,インターチェンジ,Pertukaran
インターナショナル,インターナショナル,Internasional
インターフォン,インターフォン,Interphone
インテリ,インテリ,Cerdas
インフォメーション,インフォメーション,Informasi
インフレ,インフレ,Inflasi
ウェートレス,ウェートレス,Pelayan
エアメール,エアメール,Airmail
エレガント,エレガント,Elegan
エンジニア,エンジニア,Insinyur
オーケー,オーケー,Oke.
オートマチック,オートマチック,Otomatis
オープン,オープン,Buka
オリエンテーション,オリエンテーション,Orientasi
オレンジ,オレンジ,Jeruk
オンライン,オンライン,Online
カーペット,カーペット,Karpet
カクテル,カクテル,Koktail
カット,カット,Memotong
カテゴリー,カテゴリー,Kategori
カムバック,カムバック,Kembalinya
カメラマン,カメラマン,Fotografer
カルテ,カルテ,Rekam medis
カンニング,カンニング,Mencontek
ガイド,ガイド,Panduan
ガイドブック,ガイドブック,Panduan
ガレージ,ガレージ,Garasi
キャッチ,キャッチ,Judul
キャリア,キャリア,Karier
クイズ,クイズ,Kuis
クラブ,クラブ,Klub
クレーン,クレーン,Cran
グラフ,グラフ,Grafik
グレー,グレー,Abu-abu
ゲスト,ゲスト,Tamu
コーナー,コーナー,Sudut
コマーシャル,コマーシャル,Iklan
コミュニケーション,コミュニケーション,Komunikasi
コメント,コメント,Komentar
コンタクト,コンタクト,Kontak
コンテスト,コンテスト,Kontes
コントラスト,コントラスト,Kontras
コントロール,コントロール,Kontrol
コンパス,コンパス,Kompas
サイクル,サイクル,Siklus
サイズ,サイズ,Ukuran
サボる,サボる,Menunda-nunda
サンキュー,サンキュー,Terima kasih
サンタクロース,サンタクロース,Santa Claus
シート,シート,Lembar
システム,システム,Sistem
シック,シック,Sick
シナリオ,シナリオ,Skenario
ショー,ショー,Pertunjukan
ショック,ショック,Syok
ジーパン,ジーパン,Jeans
ジャズ,ジャズ,Jazz
ジャンパー,ジャンパー,Jumper
ジャンプ,ジャンプ,Melompat
ジャンボ,ジャンボ,Jumbo
ジャンル,ジャンル,Genre
スタジオ,スタジオ,Studio
スチーム,スチーム,Uap
ストライキ,ストライキ,Pemogokan
ストレス,ストレス,Stres
ストロー,ストロー,Gelas
ストロボ,ストロボ,Strobo
スピード,スピード,Kecepatan
スプリング,スプリング,Musim semi
スペース,スペース,Ruang
スポーツカー,スポーツカー,Mobil sport
スラックス,スラックス,Celana panjang
セール,セール,Penjualan
セクション,セクション,Bagian
セックス,セックス,Seks
セレモニー,セレモニー,Upacara
センス,センス,Kesadaran
ゼリー,ゼリー,Jeli
ソース,ソース,Sumber
ソックス,ソックス,Kaus kaki
ソロ,ソロ,Solo
タイトル,タイトル,Judul
タイピスト,タイピスト,Stenografer
タイマー,タイマー,Timer
タイミング,タイミング,Waktu
タイム,タイム,Waktu
タイムリー,タイムリー,Tepat waktu
タイヤ,タイヤ,Ban
タイル,タイル,Keramik
タレント,タレント,Bakat
タワー,タワー,Menara
ダース,ダース,Dars
ダウン,ダウン,Turun
ダブる,ダブる,Duplikasi
ダンプ,ダンプ,Dump
チームワーク,チームワーク,Kerja sama tim
チェンジ,チェンジ,Perubahan
チャイム,チャイム,Bel
チャンネル,チャンネル,Saluran
ティッシュペーパー,ティッシュペーパー,Kertas tisu
テレックス,テレックス,Telex
データ,データ,Data
デコレーション,デコレーション,Dekorasi
デザート,デザート,Makanan penutup
デザイン,デザイン,Desain
デッサン,デッサン,Sketsa
デモンストレーション,デモンストレーション,Demonstrasi
トーン,トーン,Nada
トラブル,トラブル,Masalah
トランジスター,トランジスター,Transistor
ドライ,ドライ,Kering
ドライクリーニング,ドライクリーニング,Pencucian kering
ドライバー,ドライバー,Pengemudi
ドライブイン,ドライブイン,Akomodasi dengan fasilitas parkir sendiri
ドリル,ドリル,Bor
ナイター,ナイター,Lapangan dalam ruangan
ナプキン,ナプキン,Popok wanita
ナンセンス,ナンセンス,Omong kosong
ニュー,ニュー,Baru
ニュアンス,ニュアンス,Nuansa
ネガ,ネガ,Negatif
ノイローゼ,ノイローゼ,Depresi
ハンガー,ハンガー,Gantungan
バー,バー,Bar
バッジ,バッジ,Bintang
バット,バット,Bat
パジャマ,パジャマ,Piyama
パチンコ,パチンコ,Pacinko
パトカー,パトカー,Mobil patroli
パンク,パンク,Punk
ヒント,ヒント,Petunjuk
ビールス,ビールス,Bir
ビジネス,ビジネス,Bisnis
ファイト,ファイト,Pertarungan
ファイル,ファイル,File
ファン,ファン,Penggemar
フィルター,フィルター,Filter
フェリー,フェリー,Kapal feri
フォーム,フォーム,Formulir
フロント,フロント,Depan
ブーツ,ブーツ,Sepatu bot
ブーム,ブーム,Tren
ブザー,ブザー,Bel
ブルー,ブルー,Biru
ベース,ベース,Dasar
ベスト,ベスト,Terbaik
ベストセラー,ベストセラー,Bestseller
ペア,ペア,Pasangan
ホース,ホース,Kuda
ホール,ホール,Aula
ボイコット,ボイコット,Boikot
ボルト,ボルト,Baut
ポーズ,ポーズ,Pose
ポイント,ポイント,Poin
ポジション,ポジション,Posisi
ポット,ポット,Pot
ポンプ,ポンプ,Pompa
マーク,マーク,Mark
マスコミ,マスコミ,Media massa
マッサージ,マッサージ,Pijat
ミスプリント,ミスプリント,Kesalahan cetak
ミセス,ミセス,Nyonya
ミュージック,ミュージック,Musik
ミリ,ミリ,Mil
ムード,ムード,Suasana
メーカー,メーカー,Produsen
メッセージ,メッセージ,Pesan
メディア,メディア,Media
メロディー,メロディー,Melodi
モーテル,モーテル,Motel
モニター,モニター,Monitor
ヤング,ヤング,Muda
ユニーク,ユニーク,Unik
ユニフォーム,ユニフォーム,Seragam
ライス,ライス,Beras
ラベル,ラベル,Label
ランプ,ランプ,Lampu
ルーズ,ルーズ,Longgar
ルール,ルール,Aturan
レース,レース,Balapan
レギュラー,レギュラー,Reguler
レクリエーション,レクリエーション,Rekreasi
レッスン,レッスン,Pelajaran
レディー,レディー,Nona
レバー,レバー,Tuas
レンジ,レンジ,Panci
レンタカー,レンタカー,Mobil sewaan
レントゲン,レントゲン,Rontgen
ロープ,ロープ,Tali
ローマ字,ローマじ,Romawi
ロマンチック,ロマンチック,Romantis
ワット,ワット,Watt
