Kanji,Reading,English
放射能,ほうしゃのう,radioactivity
報酬,ほうしゅう,reward
放出,ほうしゅつ,release
報じる,ほうじる,"to report, to announce, to broadcast"
報ずる,ほうずる,blessed
放置,ほうち,abandonment
法廷,ほうてい,court
報道,ほうどう,reporting
褒美,ほうび,reward
葬る,ほうむる,bury
放り込む,ほうりこむ,"to throw away, to discard, to abandon"
放り出す,ほうりだす,"to let go, to abandon, to discard"
飽和,ほうわ,saturation
保温,ほおん,insulation
捕獲,ほかく,capture
保管,ほかん,storage
補給,ほきゅう,supply
補強,ほきょう,reinforcement
保険,ほけん,insurance
捕鯨,ほげい,whale hunting
誇る,ほこる,to be proud of
綻びる,ほころびる,wilting
保護,ほご,protection
乾,ほし,dry
干し物,ほしもの,dried food
保守,ほしゅ,maintenance
保障,ほしょう,guarantee
補償,ほしょう,compensation
補充,ほじゅう,supplement
補助,ほじょ,assistance
舗装,ほそう,paved
補足,ほそく,Additional information
発作,ほっさ,episodes
ほっと,ほっと,"to relax, to feel relieved"
頬っぺた,ほっぺた,cheeks
辺り,ほとり,"surroundings, vicinity, area, perimeter"
殆ど,ほとんど,almost
解く,ほどく,to solve
施す,ほどこす,"to bestow, to grant, to offer"
保母,ほぼ,uterus
保養,ほよう,rest and relaxation
捕吏,ほり,officer
捕虜,ほりょ,prisoner
滅びる,ほろびる,"to perish, to be destroyed, to disappear"
滅ぼす,ほろぼす,to destroy
本格,ほんかく,authentic
本館,ほんかん,Main building
本気,ほんき,serious
本質,ほんしつ,essence
本体,ほんたい,body
本音,ほんね,Truth; frankness; sincerity
本の,ほんの,book
本能,ほんのう,instinct
本場,ほんば,original
本文,ほんぶん,text
本名,ほんみょう,Real name
卯,ぼう,Rabbit
防衛,ぼうえい,defense
防火,ぼうか,fire prevention
妨害,ぼうがい,interference
紡績,ぼうせき,spinning
呆然,ぼうぜん,"astonishment, dumbfounded"
膨脹,ぼうちょう,inflation
冒頭,ぼうとう,Introduction
暴動,ぼうどう,riot
暴風,ぼうふう,"gale, storm"
暴力,ぼうりょく,violence
募金,ぼきん,fundraising
牧師,ぼくし,pastor
母校,ぼこう,alma mater
没収,ぼっしゅう,Seizure
坊ちゃん,ぼっちゃん,"young man, son"
ぼつぼつ,ぼつぼつ,"gradually, bit by bit, slowly"
没落,ぼつらく,decline
ぼやく,ぼやく,to snore
ぼやける,ぼやける,blurred
藍褸,ぼろ,raggedness
枚,まい,"sheet, leaf"
埋蔵,まいぞう,"buried, hidden"
舞う,まう,to dance; to float; to fly; to swirl
真上,まうえ,directly above
前売り,まえうり,Advance purchase
前置き,まえおき,Introduction
前もって,まえもって,in advance
任す,まかす,to entrust
負かす,まかす,to defeat
賄う,まかなう,"to support, to subsidize, to bribe"
曲がる,まがる,"to turn, to bend, to curve"
巻,まき,volume
紛らわしい,まぎらわしい,deceptive
紛れる,まぎれる,to be mixed up
膜,まく,membrane
捲る,まくる,roll up
真心,まこころ,sincere
誠,まこと,"sincerity, earnestness, honesty, genuineness"
真に,まことに,Truly
まごつく,まごつく,stutter
正しく,まさしく,correctly
正に,まさに,Truly
勝る,まさる,"to surpass, to be superior to, to outdo"
増し,まし,increase
真下,ました,Below
況して,まして,"Moreover, furthermore"
交える,まじえる,to exchange
交わる,まじわる,"to meet, to encounter, to come across"
麻酔,ますい,Anesthesia
益々,ますます,more and more
不味い,まずい,"bad, awful, disgusting"
股,また,thigh
跨がる,またがる,to cross over
跨ぐ,またぐ,to cross; to span; to overcome
瞬き,またたき,blink
待ち合わせ,まちあわせ,meeting point
間違う,まちがう,to be wrong; to make a mistake; to err
待ち遠しい,まちどおしい,"Exciting, eagerly awaited"
待ち望む,まちのぞむ,to eagerly await
区々,まちまち,"occasionally, in different places"
末期,まっき,end stage
真っ二つ,まっぷたつ,"completely, utterly"
的,まと,"of, relating to"
纏まり,まとまり,entanglement
纏め,まとめ,"to wrap up, to summarize, to conclude"
免れる,まぬかれる,"to escape, to avoid, to evade, to get away with"
招き,まねき,"omen, good luck, auspicious"
麻痺,まひ,numbness
眩しい,まぶしい,dazzling
目蓋,まぶた,eyelid
間々,まま,"gaps, spaces"
間もなく,まもなく,soon
眉,まゆ,eyebrow
鞠,まり,ball
丸ごと,まるごと,whole
丸っきり,まるっきり,completely
丸で,まるで,round
丸々,まるまる,intact; whole
丸める,まるめる,to roll up
満月,まんげつ,Full moon
満場,まんじょう,full house
真ん中,まんなか,middle
真ん前,まんまえ,in front
真ん丸い,まんまるい,round
三,み,three
見合い,みあい,meeting
見合わせる,みあわせる,to coordinate
見落とす,みおとす,to overlook
未開,みかい,undeveloped
味覚,みかく,taste
見掛ける,みかける,"to come across, to observe, to witness"
三日月,みかずき,crescent moon
見方,みかた,perspective
見苦しい,みぐるしい,Embarrassing
見込み,みこみ,Prospect
未婚,みこん,unmarried
惨め,みじめ,"awful, miserable, wretched"
未熟,みじゅく,immature
微塵,みじん,"a trace, a speck, a particle"
見すぼらしい,みすぼらしい,shabby
見せびらかす,みせびらかす,to show off
見せ物,みせもの,exhibition
満たす,みたす,to satisfy
乱す,みだす,disrupt
乱れる,みだれる,turbulent
未知,みち,Unknown
導く,みちびく,to guide
身近,みぢか,"nearby, close, familiar"
密集,みっしゅう,Dense
密接,みっせつ,intimately
見っともない,みっともない,Unimaginable
蜜,みつ,honey
密度,みつど,density
見積り,みつもり,estimate
未定,みてい,undetermined
見通し,みとおし,outlook
源,みなもと,source
身なり,みなり,"appearance, grooming, attire"
峰,みね,peak
見逃す,みのがす,to miss
見晴らし,みはらし,panoramic view
身振り,みぶり,gestures
見舞,みまい,to visit
脈,みゃく,pulse
未練,みれん,Lingering feelings; unresolved feelings; regret
見渡す,みわたす,to see over
民主,みんしゅ,Democracy
民宿,みんしゅく,Bed and breakfast
民族,みんぞく,ethnicity
民俗,みんぞく,folklore
六,む,six
無意味,むいみ,meaningless
向き,むき,orientation
無口,むくち,silent
向け,むけ,for
婿,むこ,son-in-law
無効,むこう,invalid
無言,むごん,silent
毟る,むしる,to tear
無邪気,むじゃき,innocent
結び,むすび,knot
結び付き,むすびつき,"connection, bond, link"
結び付く,むすびつく,"to connect, to bond, to attach"
結び付ける,むすびつける,to tie together
無線,むせん,wireless
無駄遣い,むだづかい,wasteful spending
無断,むだん,without permission
無知,むち,ignorance
無茶,むちゃ,nonsense
無茶苦茶,むちゃくちゃ,"nonsense, ridiculous, absurd, outrageous"
空しい,むなしい,empty
無念,むねん,"regret, sorrow, lament"
無能,むのう,incompetent
無闇に,むやみに,unnecessarily
無用,むよう,useless
群がる,むらがる,huddle
無論,むろん,No matter
名産,めいさん,specialty
名称,めいしょう,Name
命中,めいちゅう,hit
名簿,めいぼ,list
名誉,めいよ,honor
明瞭,めいりょう,"clear, obvious, explicit"
明朗,めいろう,"bright, cheerful, clear"
目方,めかた,Volume
恵み,めぐみ,blessing
恵む,めぐむ,to be blessed
目覚しい,めざましい,remarkable
目覚める,めざめる,to awaken; to come to life; to become conscious
召す,めす,to eat
雌,めす,female
滅茶苦茶,めちゃくちゃ,"terrible, awful, outrageous"
目付き,めつき,expression
滅亡,めつぼう,extinction
愛でたい,めでたい,I want to love
目眩,めまい,Dizziness
目盛,めもり,mark
面会,めんかい,meeting
免除,めんじょ,exemption
面する,めんする,facing
面目,めんぼく,face
設ける,もうける,"to establish, to set up, to create, to provide"
申し入れる,もうしいれる,to request
申し込み,もうしこみ,application
申出,もうしで,proposal
申し出る,もうしでる,to offer oneself
申し分,もうしぶん,no fault
盲点,もうてん,blind spot
猛烈,もうれつ,"intense, severe, violent, fierce"
藻掻く,もがく,struggle
目録,もくろく,list
目論見,もくろみ,"aim, plan, scheme"
模型,もけい,model
模索,もさく,"exploration, searching, seeking"
若し,もし,if
若しかしたら,もしかしたら,"maybe, perhaps, possibly"
若しかして,もしかして,possibly
若しかすると,もしかすると,possibly
若しくは,もしくは,or
若しも,もしも,If
齎らす,もたらす,to bring
凭れる,もたれる,rely on
持ち,もち,"to hold, to carry, to possess, to own, to keep"
持ち切り,もちきり,carrying away
物体ない,もったいない,non-physical
以て,もって,"thus, therefore, hence, as a result"
専ら,もっぱら,solely
持て成す,もてなす,"to achieve, to realize, to accomplish"
持てる,もてる,"to have, to possess, to be able to"
基,もとい,"foundation, basis, core"
物置き,ものおき,storage
物好き,ものずき,Loves things
物足りない,ものたりない,insufficient
最早,もはや,Earliest
模範,もはん,model
模倣,もほう,imitation
揉める,もめる,"to rub, to knead, to work (something) hard"
腿,もも,thigh
催す,もよおす,"to hold, to organize, to host"
漏らす,もらす,to leak
盛り上がる,もりあがる,"to excite, to stir up, to create excitement"
漏る,もる,leak
漏れる,もれる,leak
脆い,もろい,fragile
もろに,もろに,"completely, utterly, totally"
問,もん,question
矢,や,arrow
哉,や,Oh!
喧しい,やかましい,Noisy
野外,やがい,Outdoor
軈て,やがて,to pull
夜行,やぎょう,nocturnal
役職,やくしょく,Job title
役立つ,やくだつ,useful
役場,やくば,municipal office
夜具,やぐ,bedding
優,やさ,superior
屋敷,やしき,"mansion, residence, house"
養う,やしなう,"to raise, to bring up, to nurture"
社,やしろ,"company, corporation, firm, enterprise"
野心,やしん,ambition
易い,やすい,easy
安っぽい,やすっぽい,cheap
休める,やすめる,to rest
野生,やせい,wild
矢鱈に,やたらに,"arbitrarily, inexplicably, without reason"
夜中,やちゅう,midnight
奴,やっこ,slave
やっ付ける,やっつける,"to attach, to fasten, to stick"
矢っ張り,やっぱり,arrow support
野党,やとう,Rogue party
病,やまい,illness
闇,やみ,darkness
病む,やむ,to get sick
止むを得ない,やむをえない,inevitable
稍,やや,a little
ややこしい,ややこしい,somewhat confusing
遣り通す,やりとおす,"to make work, to carry out, to accomplish"
やり遂げる,やりとげる,"to accomplish, to achieve, to carry out, to realize"
遣る,やる,to send
和らげる,やわらげる,"to ease, to soften, to mitigate"
優位,ゆうい,advantage
憂鬱,ゆううつ,depression
有益,ゆうえき,beneficial
優越,ゆうえつ,superiority
勇敢,ゆうかん,brave
有機,ゆうき,organic
夕暮れ,ゆうぐれ,twilight
融資,ゆうし,loan
有する,ゆうする,to have
融通,ゆうずう,flexibility
優勢,ゆうせい,dominant
優先,ゆうせん,priority
誘導,ゆうどう,induction
優美,ゆうび,graceful
有望,ゆうぼう,hopeful
遊牧,ゆうぼく,nomadism
夕焼け,ゆうやけ,sunset
有力,ゆうりょく,influential
幽霊,ゆうれい,ghost
誘惑,ゆうわく,temptation
揺さぶる,ゆさぶる,"to rock, to shake"
茹でる,ゆでる,to boil
ゆとり,ゆとり,"leeway, leeway, margin, space, room"
指差す,ゆびさす,to point out
弓,ゆみ,bow
揺らぐ,ゆらぐ,fluctuate
緩む,ゆるむ,loosening
緩める,ゆるめる,to loosen
緩やか,ゆるやか,"smooth, gentle, easy, relaxed"
世,よ,world
好い,よい,good
要因,よういん,factor
溶液,ようえき,solution
用件,ようけん,matter
養護,ようご,nursing
用紙,ようし,paper
様式,ようしき,style
要する,ようする,"to require, to need, to be necessary"
要請,ようせい,request
養成,ようせい,"training, development, cultivation"
様相,ようそう,aspects
用品,ようひん,goods
洋風,ようふう,Western style
用法,ようほう,Usage
要望,ようぼう,request
余暇,よか,leisure time
予感,よかん,premonition
余興,よきょう,entertainment
預金,よきん,deposit
抑圧,よくあつ,suppression
浴室,よくしつ,bathroom
抑制,よくせい,suppression
欲深い,よくふかい,greedy
欲望,よくぼう,desire
寄こす,よこす,to send
横綱,よこづな,Yokozuna
葦,よし,reeds
善し悪し,よしあし,good and bad
予想,よそう,forecast
余所見,よそみ,peeping
余地,よち,"margin, leeway, room"
依って,よって,depending on
余程,よっぽど,quite a bit
与党,よとう,ruling party
呼び止める,よびとめる,to stop
夜更かし,よふかし,Staying up late
夜更け,よふけ,late at night
読み上げる,よみあげる,to read aloud
寄り掛かる,よりかかる,"to drop by, to visit casually"
宜しく,よろしく,"Please, thank you, I look forward to it"
弱まる,よわまる,weakening
弱める,よわめる,to weaken
弱る,よわる,weakening
来場,らいじょう,attendance
酪農,らくのう,dairy farming
落下,らっか,falling
楽観,らっかん,optimism
濫用,らんよう,misuse
理屈,りくつ,logic
利根,りこん,Line
利子,りし,interest
利潤,りじゅん,profit
理性,りせい,"reason, rationality"
利息,りそく,interest
立体,りったい,3D
立法,りっぽう,legislation
利点,りてん,advantages
略語,りゃくご,Abbreviation
略奪,りゃくだつ,plunder
流,りゅう,flow
流通,りゅうつう,circulation
了,りょう,"understood, grasped, comprehended, realized, aware"
料,りょう,"cost, charge, fee, price"
領域,りょういき,domain
了解,りょうかい,understood
領海,りょうかい,Territorial waters
両極,りょうきょく,poles
良好,りょうこう,good
良識,りょうしき,sound judgment
良質,りょうしつ,high quality
了承,りょうしょう,understood
良心,りょうしん,conscience
領地,りょうち,territory
領土,りょうど,territory
両立,りょうりつ,"coexistence, compatibility"
旅客,りょかく,passenger
旅券,りょけん,travel pass
履歴,りれき,Resume
理論,りろん,theory
輪,りん,circle
林業,りんぎょう,forestry
類似,るいじ,similar
類推,るいすい,analogy
冷酷,れいこく,ruthless
冷蔵,れいぞう,refrigerator
冷淡,れいたん,indifference
恋愛,れんあい,romance
連休,れんきゅう,long holiday
連日,れんじつ,every day
連中,れんじゅう,"the group, the gang, the bunch"
連帯,れんたい,"unity, solidarity"
連邦,れんぽう,federation
連盟,れんめい,Alliance
老衰,ろうすい,"old age, aging"
朗読,ろうどく,reading aloud
浪費,ろうひ,extravagance
労力,ろうりょく,effort
碌な,ろくな,mediocre
碌に,ろくに,"properly, adequately, sufficiently"
露骨,ろこつ,blatant
論議,ろんぎ,debate
論理,ろんり,logic
和,わ,"harmony, Japanese"
我がまま,わがまま,selfish
枠,わく,frame
惑星,わくせい,planet
技,わざ,skill
態と,わざと,aspect and
態々,わざわざ,"as is, in its original state, exactly"
煩わしい,わずらわしい,annoying
渡り鳥,わたりどり,migratory bird
詫び,わび,apology
和風,わふう,Japanese style
和文,わぶん,Japanese
藁,わら,straw
割合に,わりあいに,proportion
割り当て,わりあて,allocation
割り込む,わりこむ,to interrupt
割り算,わりざん,division
割引き,わりびき,discount
悪者,わるもの,bad guy
アイデア,アイデア,idea
アクセル,アクセル,accelerator
アップ,アップ,up
アプローチ,アプローチ,approach
アマチュア,アマチュア,amateur
アラブ,アラブ,Arab
アルカリ,アルカリ,alkaline
アルミ,アルミ,aluminum
アワー,アワー,hour
アンケート,アンケート,survey
アンコール,アンコール,Angkor
イエス,イエス,Yes
インターチェンジ,インターチェンジ,exchange
インターナショナル,インターナショナル,International
インターフォン,インターフォン,interphone
インテリ,インテリ,intelligent
インフォメーション,インフォメーション,information
インフレ,インフレ,inflation
ウェートレス,ウェートレス,waitress
エアメール,エアメール,airmail
エレガント,エレガント,elegant
エンジニア,エンジニア,engineer
オーケー,オーケー,Okay
オートマチック,オートマチック,automatic
オープン,オープン,open
オリエンテーション,オリエンテーション,Orientation
オレンジ,オレンジ,orange
オンライン,オンライン,online
カーペット,カーペット,carpet
カクテル,カクテル,cocktail
カット,カット,cut
カテゴリー,カテゴリー,Category
カムバック,カムバック,comeback
カメラマン,カメラマン,cinematographer
カルテ,カルテ,Medical record
カンニング,カンニング,cheating
ガイド,ガイド,guide
ガイドブック,ガイドブック,guidebook
ガレージ,ガレージ,garage
キャッチ,キャッチ,catch
キャリア,キャリア,career
クイズ,クイズ,quiz
クラブ,クラブ,club
クレーン,クレーン,crane
グラフ,グラフ,graph
グレー,グレー,gray
ゲスト,ゲスト,guest
コーナー,コーナー,corner
コマーシャル,コマーシャル,commercial
コミュニケーション,コミュニケーション,communication
コメント,コメント,comment
コンタクト,コンタクト,contact
コンテスト,コンテスト,contest
コントラスト,コントラスト,contrast
コントロール,コントロール,control
コンパス,コンパス,compass
サイクル,サイクル,cycle
サイズ,サイズ,size
サボる,サボる,"to skip, to slack off, to be lazy"
サンキュー,サンキュー,Thank you
サンタクロース,サンタクロース,Santa Claus
シート,シート,sheet
システム,システム,system
シック,シック,sick
シナリオ,シナリオ,scenario
ショー,ショー,show
ショック,ショック,shock
ジーパン,ジーパン,Jeans
ジャズ,ジャズ,jazz
ジャンパー,ジャンパー,jumper
ジャンプ,ジャンプ,jump
ジャンボ,ジャンボ,giant
ジャンル,ジャンル,Genre
スタジオ,スタジオ,studio
スチーム,スチーム,steam
ストライキ,ストライキ,strike
ストレス,ストレス,Stress
ストロー,ストロー,straw
ストロボ,ストロボ,Strobe
スピード,スピード,speed
スプリング,スプリング,spring
スペース,スペース,space
スポーツカー,スポーツカー,sports car
スラックス,スラックス,trousers
セール,セール,sale
セクション,セクション,section
セックス,セックス,sex
セレモニー,セレモニー,ceremony
センス,センス,sense
ゼリー,ゼリー,Jelly
ソース,ソース,source
ソックス,ソックス,socks
ソロ,ソロ,solo
タイトル,タイトル,Title
タイピスト,タイピスト,typist
タイマー,タイマー,Timer
タイミング,タイミング,timing
タイム,タイム,Time
タイムリー,タイムリー,Timely
タイヤ,タイヤ,tire
タイル,タイル,tile
タレント,タレント,talent
タワー,タワー,tower
ダース,ダース,dozen
ダウン,ダウン,down
ダブる,ダブる,"dupe, duplicate, overlap"
ダンプ,ダンプ,dump
チームワーク,チームワーク,teamwork
チェンジ,チェンジ,change
チャイム,チャイム,bell
チャンネル,チャンネル,channel
ティッシュペーパー,ティッシュペーパー,tissue paper
テレックス,テレックス,Telex
データ,データ,data
デコレーション,デコレーション,decoration
デザート,デザート,dessert
デザイン,デザイン,design
デッサン,デッサン,underdrawing
デモンストレーション,デモンストレーション,demonstration
トーン,トーン,tone
トラブル,トラブル,trouble
トランジスター,トランジスター,transistor
ドライ,ドライ,dry
ドライクリーニング,ドライクリーニング,dry cleaning
ドライバー,ドライバー,driver
ドライブイン,ドライブイン,Drive-in
ドリル,ドリル,drill
ナイター,ナイター,indoor
ナプキン,ナプキン,pad
ナンセンス,ナンセンス,nonsense
ニュー,ニュー,New
ニュアンス,ニュアンス,nuance
ネガ,ネガ,negative
ノイローゼ,ノイローゼ,neurosis
ハンガー,ハンガー,hanger
バー,バー,bar
バッジ,バッジ,badge
バット,バット,bat
パジャマ,パジャマ,Pajamas
パチンコ,パチンコ,pinball
パトカー,パトカー,patcar
パンク,パンク,punk
ヒント,ヒント,hint
ビールス,ビールス,beer
ビジネス,ビジネス,business
ファイト,ファイト,fight
ファイル,ファイル,file
ファン,ファン,fan
フィルター,フィルター,filter
フェリー,フェリー,ferry
フォーム,フォーム,form
フロント,フロント,front
ブーツ,ブーツ,boots
ブーム,ブーム,boom
ブザー,ブザー,buzzer
ブルー,ブルー,blue
ベース,ベース,base
ベスト,ベスト,best
ベストセラー,ベストセラー,best-seller
ペア,ペア,pair
ホース,ホース,horse
ホール,ホール,hall
ボイコット,ボイコット,boycott
ボルト,ボルト,bolt
ポーズ,ポーズ,pose
ポイント,ポイント,point
ポジション,ポジション,position
ポット,ポット,pot
ポンプ,ポンプ,pump
マーク,マーク,mark
マスコミ,マスコミ,mass media
マッサージ,マッサージ,massage
ミスプリント,ミスプリント,misprint
ミセス,ミセス,Mrs.
ミュージック,ミュージック,music
ミリ,ミリ,millimeter
ムード,ムード,Mood
メーカー,メーカー,manufacturer
メッセージ,メッセージ,message
メディア,メディア,media
メロディー,メロディー,melody
モーテル,モーテル,Motel
モニター,モニター,monitor
ヤング,ヤング,young
ユニーク,ユニーク,unique
ユニフォーム,ユニフォーム,uniform
ライス,ライス,rice
ラベル,ラベル,label
ランプ,ランプ,lamp
ルーズ,ルーズ,loose
ルール,ルール,rules
レース,レース,race
レギュラー,レギュラー,regular
レクリエーション,レクリエーション,recreation
レッスン,レッスン,lesson
レディー,レディー,lady
レバー,レバー,lever
レンジ,レンジ,range
レンタカー,レンタカー,rental car
レントゲン,レントゲン,X-ray
ロープ,ロープ,rope
ローマ字,ローマじ,Roman alphabet
ロマンチック,ロマンチック,romantic
ワット,ワット,Watt
